"","X.1","X","DIST","SCHL","Gr07_Stu","Gr7PctIn","Gr7PctNotIn","Year","schoolname","nstores","localdistrict","ffprox"
"247",247,1281,64733,6117667,56," 73.2"," 26.8",2007,NA,NA,NA,NA
"248",248,1291,64733,6119945,95," 63.2"," 36.8",2007,NA,NA,NA,NA
"249",249,132,64733,101444,85," 56.5"," 43.5",2007,NA,NA,NA,NA
"250",250,133,64733,101683,69," 73.9"," 26.1",2007,NA,NA,NA,NA
"251",251,134,64733,102541,102," 50.0"," 50.0",2007,NA,NA,NA,NA
"252",252,135,64733,106351,43," 74.4"," 25.6",2007,NA,NA,NA,NA
"253",253,212,64733,100297,38," 52.6"," 47.4",2008,"Cornerstone Prep              ",NA,NA,NA
"254",254,312,64733,100776,62," 51.6"," 48.4",2008,"North Valley Charter          ",NA,NA,NA
"255",255,412,64733,100867,88," 58.0"," 42.0",2008,"KIPP LA College Preparatory   ",NA,NA,NA
"256",256,512,64733,101311,3,"*","*",2008,"Jessie Owens Community Day    ",NA,NA,NA
"257",257,612,64733,101329,4,"*","*",2008,"Cooper Community Day          ",NA,NA,NA
"258",258,712,64733,101634,75," 70.7"," 29.3",2008,"CHIME Middle Charter          ",5,0,NA
"259",259,812,64733,102335,24," 95.8","  4.2",2008,"Ocean Charter School          ",NA,NA,NA
"260",260,1010,64733,106971,643," 57.4"," 42.6",2008,"Vista Middle                  ",6,6,1
"261",261,1112,64733,106989,429," 54.3"," 45.7",2008,"Southeast Middle              ",6,5,0
"262",262,1212,64733,107011,128," 54.7"," 45.3",2008,"International Studies Learning",NA,NA,NA
"263",263,141,64733,109884,51," 58.8"," 41.2",2008,"James Jordan Middle           ",2,3,0
"264",264,242,64733,1931054,113," 58.4"," 41.6",2008,"Westside Leadership Magnet    ",NA,NA,NA
"265",265,252,64733,1931070,56," 57.1"," 42.9",2008,"Mid City Magnet               ",NA,NA,NA
"266",266,262,64733,1931658,22," 45.5"," 54.5",2008,"Lanterman (Frank D.)          ",NA,NA,NA
"267",267,272,64733,1931716,52," 57.7"," 42.3",2008,"Valley Alternative Magnet     ",NA,NA,NA
"268",268,282,64733,1932540,372," 68.3"," 31.7",2008,"Eagle Rock High               ",NA,NA,NA
"269",269,292,64733,1932847,238," 77.7"," 22.3",2008,"Center for Enriched Studies   ",NA,NA,NA
"270",270,302,64733,1932896,61," 59.0"," 41.0",2008,"Arroyo Seco                   ",NA,NA,NA
"271",271,313,64733,1933233,202," 80.7"," 19.3",2008,"Sherman Oaks Ctr.             ",NA,NA,NA
"272",272,332,64733,1939784,12," 58.3"," 41.7",2008,"Widney (Joseph Pomeroy) High  ",NA,NA,NA
"273",273,342,64733,1996115,66," 57.6"," 42.4",2008,"City of Angels (Ind. Study)   ",NA,NA,NA
"274",274,352,64733,1996610,67," 53.7"," 46.3",2008,"Los Angeles Leadership        ",NA,NA,NA
"275",275,362,64733,1996636,47," 66.0"," 34.0",2008,"Community Harvest Charter     ",NA,NA,NA
"276",276,372,64733,1996651,24," 54.2"," 45.8",2008,"CDS Secondary                 ",NA,NA,NA
"277",277,382,64733,6016349,93," 65.6"," 34.4",2008,"Caroldale Learning Community  ",NA,NA,NA
"278",278,391,64733,6016885,418," 61.2"," 38.8",2008,"Elizabeth Learn Ctr           ",NA,NA,NA
"279",279,402,64733,6018865,24," 45.8"," 54.2",2008,"Lull (Fred E.) Special Ed. Cen",NA,NA,NA
"280",280,413,64733,6019475,120," 54.2"," 45.8",2008,"Thirty-Second St. Perf. Arts  ",NA,NA,NA
"281",281,432,64733,6057855,534," 60.1"," 39.9",2008,"Adams (John) Middle           ",2,2,0
"282",282,442,64733,6057871,427," 63.9"," 36.1",2008,"Bancroft (H.H.) Middle        ",3,4,1
"283",283,452,64733,6057889,774," 55.4"," 44.6",2008,"Belvedere Middle              ",6,2,1
"284",284,462,64733,6057897,561," 60.6"," 39.4",2008,"Burbank (Luther) Middle       ",4,5,0
"285",285,472,64733,6057905,563," 63.1"," 36.9",2008,"Byrd (Richard E.) Middle      ",5,6,0
"286",286,482,64733,6057913,531," 62.1"," 37.9",2008,"Carnegie (Andrew) Middle      ",6,7,0
"287",287,492,64733,6057921,554," 51.6"," 48.4",2008,"Carver (G.W) Middle           ",8,5,1
"288",288,502,64733,6057939,1065," 57.1"," 42.9",2008,"Nimitz (Chester W.) Middle    ",4,5,1
"289",289,513,64733,6057947,386," 64.5"," 35.5",2008,"Columbus Middle               ",3,3,1
"290",290,522,64733,6057954,590," 64.9"," 35.1",2008,"Dana (Richard Henry) Midd     ",4,7,1
"291",291,532,64733,6057962,719," 53.1"," 46.9",2008,"Drew (Charles) Middle         ",4,7,1
"292",292,542,64733,6057988,377," 62.3"," 37.7",2008,"Emerson (Ralph Waldo) Middle  ",4,4,1
"293",293,552,64733,6057996,630," 63.7"," 36.3",2008,"Fleming (Alexander) Middl     ",5,7,1
"294",294,562,64733,6058002,444," 52.5"," 47.5",2008,"Fulton (Robert) College Prep  ",NA,NA,NA
"295",295,572,64733,6058028,537," 60.3"," 39.7",2008,"Gompers (Samuel) Middle       ",5,7,0
"296",296,582,64733,6058036,636," 56.0"," 44.0",2008,"Griffith Middle               ",7,2,1
"297",297,592,64733,6058044,489," 57.7"," 42.3",2008,"Harte (Bret) Preparatory Int. ",4,1,1
"298",298,602,64733,6058051,769," 56.7"," 43.3",2008,"Hollenbeck Middle             ",NA,NA,NA
"299",299,613,64733,6058069,519," 66.7"," 33.3",2008,"Holmes Middle                 ",2,3,0
"300",300,622,64733,6058077,499," 65.3"," 34.7",2008,"Irving (Washington) Middl     ",3,5,1
"301",301,632,64733,6058085,925," 63.5"," 36.5",2008,"King Middle                   ",2,5,0
"302",302,642,64733,6058093,608," 63.2"," 36.8",2008,"Lawrence (Ernest) Middle      ",4,3,1
"303",303,652,64733,6058101,309," 54.4"," 45.6",2008,"Maclay (Charles) Middle       ",4,6,1
"304",304,662,64733,6058119,411," 58.9"," 41.1",2008,"Mann (Horace) Junior High     ",2,1,1
"305",305,672,64733,6058127,325," 56.9"," 43.1",2008,"Marina del Rey Middle         ",1,4,0
"306",306,682,64733,6058135,294," 55.8"," 44.2",2008,"Mark Twain Middle             ",2,4,0
"307",307,692,64733,6058143,737," 56.2"," 43.8",2008,"Bethune Middle                ",8,7,1
"308",308,702,64733,6058150,634," 77.6"," 22.4",2008,"Millikan Middle               ",1,3,0
"309",309,713,64733,6058168,429," 61.3"," 38.7",2008,"Mt. Gleason Middle            ",2,6,0
"310",310,722,64733,6058176,682," 55.7"," 44.3",2008,"Muir (John) Middle            ",5,1,1
"311",311,732,64733,6058184,615," 51.4"," 48.6",2008,"Mulholland Middle             ",4,3,1
"312",312,742,64733,6058192,657," 65.0"," 35.0",2008,"Nightingale Middle            ",1,5,1
"313",313,752,64733,6058200,417," 59.2"," 40.8",2008,"Northridge Middle             ",3,3,0
"314",314,762,64733,6058218,754," 60.3"," 39.7",2008,"Pacoima Middle                ",4,6,1
"315",315,772,64733,6058226,624," 71.6"," 28.4",2008,"Palms Middle                  ",2,1,1
"316",316,782,64733,6058242,590," 67.8"," 32.2",2008,"Porter (George K.) Middle     ",2,3,1
"317",317,792,64733,6058267,687," 82.2"," 17.8",2008,"Paul Revere Middle            ",0,4,0
"318",318,802,64733,6058275,592," 70.1"," 29.9",2008,"Frost (Robert) Middle         ",0,3,0
"319",319,813,64733,6058283,589," 57.0"," 43.0",2008,"San Fernando Middle           ",1,6,1
"320",320,822,64733,6058291,692," 62.3"," 37.7",2008,"Sepulveda Middle              ",4,6,1
"321",321,832,64733,6058309,825," 53.8"," 46.2",2008,"South Gate Middle             ",2,5,1
"322",322,842,64733,6058317,812," 60.3"," 39.7",2008,"Stevenson Middle              ",6,2,1
"323",323,852,64733,6058325,529," 59.5"," 40.5",2008,"Sutter (John A.) Middle       ",4,4,1
"324",324,862,64733,6058333,479," 67.0"," 33.0",2008,"Van Nuys Middle               ",3,3,1
"325",325,872,64733,6058341,755," 57.4"," 42.6",2008,"Virgil Middle                 ",4,2,1
"326",326,882,64733,6058358,272," 52.6"," 47.4",2008,"Webster (Daniel) Middle       ",3,4,1
"327",327,891,64733,6058366,614," 69.4"," 30.6",2008,"White (Stephen) Middle        ",2,7,1
"328",328,902,64733,6058374,706," 56.2"," 43.8",2008,"Wilmington Middle             ",1,7,1
"329",329,912,64733,6058382,366," 69.4"," 30.6",2008,"Wright (Orville) Middle       ",1,4,0
"330",330,932,64733,6060495,27," 74.1"," 25.9",2008,"Banneker (Benjamin) Special Ed",NA,NA,NA
"331",331,942,64733,6060503,12," 66.7"," 33.3",2008,"Willenberg (Ernest P.) Special",NA,NA,NA
"332",332,952,64733,6060511,7,"*","*",2008,"McBride (James J.) Special Ed.",NA,NA,NA
"333",333,962,64733,6060529,21," 71.4"," 28.6",2008,"Marlton                       ",NA,NA,NA
"334",334,972,64733,6060545,17," 70.6"," 29.4",2008,"Perez (Alphonso B.) Special Ed",NA,NA,NA
"335",335,982,64733,6061394,419," 56.1"," 43.9",2008,"Audubon Middle                ",2,1,1
"336",336,992,64733,6061402,747," 58.9"," 41.1",2008,"Berendo Middle                ",6,2,1
"337",337,1002,64733,6061410,738," 66.1"," 33.9",2008,"Burroughs (John) Middle       ",1,1,0
"338",338,1012,64733,6061428,495," 55.2"," 44.8",2008,"Clay (Henry) Middle           ",1,7,1
"339",339,1022,64733,6061436,628," 65.0"," 35.0",2008,"Dodson (R.S.) Middle          ",1,7,1
"340",340,1032,64733,6061444,660," 60.6"," 39.4",2008,"Edison (Thomas A.) Middle     ",3,7,1
"341",341,1042,64733,6061451,783," 59.1"," 40.9",2008,"Foshay Lrng. Ctr              ",NA,NA,NA
"342",342,1052,64733,6061469,1138," 54.5"," 45.5",2008,"Gage (Henry T.) Middle        ",7,5,1
"343",343,1062,64733,6061477,706," 79.3"," 20.7",2008,"Hale (George Ellery) Midd     ",1,3,0
"344",344,1072,64733,6061485,425," 62.6"," 37.4",2008,"Henry (Patrick) Middle        ",2,3,0
"345",345,1082,64733,6061501,578," 62.5"," 37.5",2008,"Le Conte (Joseph) Middle      ",4,4,1
"346",346,1092,64733,6061519,699," 58.5"," 41.5",2008,"Madison (James) Middle        ",6,3,1
"347",347,1102,64733,6061527,451," 52.5"," 47.5",2008,"Markham (Edwin) Middle        ",2,7,0
"348",348,1113,64733,6061535,571," 57.3"," 42.7",2008,"Johnnie Cochran, Jr., Middle  ",5,1,1
"349",349,1122,64733,6061543,741," 80.4"," 19.6",2008,"Nobel Middle                  ",0,1,0
"350",350,1132,64733,6061550,603," 62.4"," 37.6",2008,"Olive Vista Middle            ",5,6,0
"351",351,1142,64733,6061568,286," 78.7"," 21.3",2008,"Woodland Hills Academy        ",2,4,1
"352",352,1152,64733,6061576,752," 58.2"," 41.8",2008,"Peary (Robert E.) Middle      ",2,7,1
"353",353,1162,64733,6061584,659," 73.1"," 26.9",2008,"De Portola Middle             ",0,4,0
"354",354,1172,64733,6061600,842," 54.9"," 45.1",2008,"Sun Valley Middle             ",5,6,1
"355",355,1182,64733,6062699,604," 71.7"," 28.3",2008,"Reed (Walter) Middle          ",4,3,1
"356",356,1192,64733,6066294,356," 58.4"," 41.6",2008,"Curtiss Middle                ",0,7,0
"357",357,1202,64733,6068431,753," 62.4"," 37.6",2008,"El Sereno Middle              ",3,2,1
"358",358,1213,64733,6069157,25," 80.0"," 20.0",2008,"Carlson (Berenece) Home Hospit",NA,NA,NA
"359",359,1222,64733,6107064,318," 52.8"," 47.2",2008,"Pio Pico Elementary           ",NA,NA,NA
"360",360,1232,64733,6112536,110," 63.6"," 36.4",2008,"Accelerated (K-4) Charter     ",NA,NA,NA
"361",361,1242,64733,6115794,730," 53.7"," 46.3",2008,"Los Angeles Academy           ",2,7,1
"362",362,1251,64733,6118186,260," 55.4"," 44.6",2008,"Ellen Ochoa Learning Center   ",NA,NA,NA
"363",363,1272,64733,6019715,126," 57.9"," 42.1",2008,NA,NA,NA,NA
"364",364,1282,64733,6116750,100," 65.0"," 35.0",2008,NA,NA,NA,NA
"365",365,1292,64733,6118194,74," 67.6"," 32.4",2008,NA,NA,NA,NA
"366",366,130,64733,6119945,91," 65.9"," 34.1",2008,NA,NA,NA,NA
"367",367,1321,64733,101444,74," 77.0"," 23.0",2008,NA,NA,NA,NA
"368",368,1331,64733,100669,54," 72.2"," 27.8",2008,NA,NA,NA,NA
"369",369,1341,64733,101683,63," 82.5"," 17.5",2008,NA,NA,NA,NA
"370",370,1351,64733,102541,25," 24.0"," 76.0",2008,NA,NA,NA,NA
"371",371,136,64733,106351,88," 71.6"," 28.4",2008,NA,NA,NA,NA
"372",372,137,64733,6117667,110," 53.6"," 46.4",2008,NA,NA,NA,NA
"373",373,213,64733,100776,29," 72.4"," 27.6",2009,"North Valley Charter          ",NA,NA,NA
"374",374,314,64733,101329,2,"*","*",2009,"Cooper Community Day          ",NA,NA,NA
"375",375,414,64733,101634,60," 66.7"," 33.3",2009,"CHIME Middle Charter          ",5,0,NA
"376",376,514,64733,102335,23," 91.3","  8.7",2009,"Ocean Charter School          ",NA,NA,NA
"377",377,714,64733,106971,720," 64.3"," 35.7",2009,"Vista Middle                  ",6,6,1
"378",378,814,64733,106989,442," 56.1"," 43.9",2009,"Southeast Middle              ",6,5,0
"379",379,913,64733,107011,111," 49.5"," 50.5",2009,"International Studies Learning",NA,NA,NA
"380",380,1114,64733,109884,55," 50.9"," 49.1",2009,"James Jordan Middle           ",2,3,0
"381",381,243,64733,1931054,83," 65.1"," 34.9",2009,"Westside Leadership Magnet    ",NA,NA,NA
"382",382,253,64733,1931070,59," 44.1"," 55.9",2009,"Mid City Magnet               ",NA,NA,NA
"383",383,263,64733,1931658,13," 15.4"," 84.6",2009,"Lanterman (Frank D.)          ",NA,NA,NA
"384",384,273,64733,1931716,54," 64.8"," 35.2",2009,"Valley Alternative Magnet     ",NA,NA,NA
"385",385,283,64733,1932540,361," 73.4"," 26.6",2009,"Eagle Rock High               ",NA,NA,NA
"386",386,293,64733,1932847,195," 71.8"," 28.2",2009,"Center for Enriched Studies   ",NA,NA,NA
"387",387,303,64733,1932896,60," 71.7"," 28.3",2009,"Arroyo Seco                   ",NA,NA,NA
"388",388,315,64733,1933233,209," 76.6"," 23.4",2009,"Sherman Oaks Ctr.             ",NA,NA,NA
"389",389,322,64733,1939784,16," 75.0"," 25.0",2009,"Widney (Joseph Pomeroy) High  ",NA,NA,NA
"390",390,333,64733,1996115,64," 62.5"," 37.5",2009,"City of Angels (Ind. Study)   ",NA,NA,NA
"391",391,343,64733,1996610,67," 56.7"," 43.3",2009,"Los Angeles Leadership        ",NA,NA,NA
"392",392,353,64733,1996636,42," 38.1"," 61.9",2009,"Community Harvest Charter     ",NA,NA,NA
"393",393,363,64733,1996651,18," 72.2"," 27.8",2009,"CDS Secondary                 ",NA,NA,NA
"394",394,373,64733,6016349,87," 65.5"," 34.5",2009,"Caroldale Learning Community  ",NA,NA,NA
"395",395,383,64733,6016885,392," 58.9"," 41.1",2009,"Elizabeth Learn Ctr           ",NA,NA,NA
"396",396,392,64733,6018865,22," 54.5"," 45.5",2009,"Lull (Fred E.) Special Ed. Cen",NA,NA,NA
"397",397,403,64733,6019475,114," 63.2"," 36.8",2009,"Thirty-Second St. Perf. Arts  ",NA,NA,NA
"398",398,422,64733,6057855,515," 60.6"," 39.4",2009,"Adams (John) Middle           ",2,2,0
"399",399,433,64733,6057871,461," 60.7"," 39.3",2009,"Bancroft (H.H.) Middle        ",3,4,1
"400",400,443,64733,6057889,741," 54.0"," 46.0",2009,"Belvedere Middle              ",6,2,1
"401",401,453,64733,6057897,470," 56.6"," 43.4",2009,"Burbank (Luther) Middle       ",4,5,0
"402",402,463,64733,6057905,545," 55.4"," 44.6",2009,"Byrd (Richard E.) Middle      ",5,6,0
"403",403,473,64733,6057913,505," 58.8"," 41.2",2009,"Carnegie (Andrew) Middle      ",6,7,0
"404",404,483,64733,6057921,617," 52.2"," 47.8",2009,"Carver (G.W) Middle           ",8,5,1
"405",405,493,64733,6057939,894," 59.1"," 40.9",2009,"Nimitz (Chester W.) Middle    ",4,5,1
"406",406,503,64733,6057947,348," 63.2"," 36.8",2009,"Columbus Middle               ",3,3,1
"407",407,515,64733,6057954,543," 62.2"," 37.8",2009,"Dana (Richard Henry) Midd     ",4,7,1
"408",408,523,64733,6057962,684," 54.2"," 45.8",2009,"Drew (Charles) Middle         ",4,7,1
"409",409,533,64733,6057988,344," 67.7"," 32.3",2009,"Emerson (Ralph Waldo) Middle  ",4,4,1
"410",410,543,64733,6057996,605," 65.3"," 34.7",2009,"Fleming (Alexander) Middl     ",5,7,1
"411",411,553,64733,6058002,415," 55.4"," 44.6",2009,"Fulton (Robert) College Prep  ",NA,NA,NA
"412",412,563,64733,6058028,557," 61.4"," 38.6",2009,"Gompers (Samuel) Middle       ",5,7,0
"413",413,573,64733,6058036,589," 61.0"," 39.0",2009,"Griffith Middle               ",7,2,1
"414",414,583,64733,6058044,451," 57.4"," 42.6",2009,"Harte (Bret) Preparatory Int. ",4,1,1
"415",415,593,64733,6058051,739," 56.2"," 43.8",2009,"Hollenbeck Middle             ",NA,NA,NA
"416",416,603,64733,6058069,494," 67.6"," 32.4",2009,"Holmes Middle                 ",2,3,0
"417",417,614,64733,6058077,440," 60.0"," 40.0",2009,"Irving (Washington) Middl     ",3,5,1
"418",418,623,64733,6058085,846," 59.6"," 40.4",2009,"King Middle                   ",2,5,0
"419",419,633,64733,6058093,550," 68.9"," 31.1",2009,"Lawrence (Ernest) Middle      ",4,3,1
"420",420,643,64733,6058101,342," 55.3"," 44.7",2009,"Maclay (Charles) Middle       ",4,6,1
"421",421,653,64733,6058119,349," 61.9"," 38.1",2009,"Mann (Horace) Junior High     ",2,1,1
"422",422,663,64733,6058127,307," 64.8"," 35.2",2009,"Marina del Rey Middle         ",1,4,0
"423",423,673,64733,6058135,264," 54.2"," 45.8",2009,"Mark Twain Middle             ",2,4,0
"424",424,683,64733,6058143,731," 58.1"," 41.9",2009,"Bethune Middle                ",8,7,1
"425",425,693,64733,6058150,697," 82.5"," 17.5",2009,"Millikan Middle               ",1,3,0
"426",426,703,64733,6058168,439," 63.6"," 36.4",2009,"Mt. Gleason Middle            ",2,6,0
"427",427,715,64733,6058176,648," 61.1"," 38.9",2009,"Muir (John) Middle            ",5,1,1
"428",428,723,64733,6058184,598," 58.9"," 41.1",2009,"Mulholland Middle             ",4,3,1
"429",429,733,64733,6058192,635," 62.7"," 37.3",2009,"Nightingale Middle            ",1,5,1
"430",430,743,64733,6058200,355," 64.5"," 35.5",2009,"Northridge Middle             ",3,3,0
"431",431,753,64733,6058218,669," 61.0"," 39.0",2009,"Pacoima Middle                ",4,6,1
"432",432,763,64733,6058226,585," 73.7"," 26.3",2009,"Palms Middle                  ",2,1,1
"433",433,773,64733,6058242,621," 65.9"," 34.1",2009,"Porter (George K.) Middle     ",2,3,1
"434",434,783,64733,6058267,665," 77.9"," 22.1",2009,"Paul Revere Middle            ",0,4,0
"435",435,793,64733,6058275,602," 65.4"," 34.6",2009,"Frost (Robert) Middle         ",0,3,0
"436",436,803,64733,6058283,482," 56.2"," 43.8",2009,"San Fernando Middle           ",1,6,1
"437",437,815,64733,6058291,636," 59.0"," 41.0",2009,"Sepulveda Middle              ",4,6,1
"438",438,823,64733,6058309,995," 57.2"," 42.8",2009,"South Gate Middle             ",2,5,1
"439",439,833,64733,6058317,758," 60.7"," 39.3",2009,"Stevenson Middle              ",6,2,1
"440",440,843,64733,6058325,488," 61.7"," 38.3",2009,"Sutter (John A.) Middle       ",4,4,1
"441",441,853,64733,6058333,443," 62.3"," 37.7",2009,"Van Nuys Middle               ",3,3,1
"442",442,863,64733,6058341,711," 58.1"," 41.9",2009,"Virgil Middle                 ",4,2,1
"443",443,873,64733,6058358,301," 56.5"," 43.5",2009,"Webster (Daniel) Middle       ",3,4,1
"444",444,883,64733,6058366,629," 65.7"," 34.3",2009,"White (Stephen) Middle        ",2,7,1
"445",445,892,64733,6058374,663," 58.7"," 41.3",2009,"Wilmington Middle             ",1,7,1
"446",446,903,64733,6058382,350," 66.9"," 33.1",2009,"Wright (Orville) Middle       ",1,4,0
"447",447,922,64733,6060495,29," 44.8"," 55.2",2009,"Banneker (Benjamin) Special Ed",NA,NA,NA
"448",448,933,64733,6060503,14," 14.3"," 85.7",2009,"Willenberg (Ernest P.) Special",NA,NA,NA
"449",449,943,64733,6060511,7,"*","*",2009,"McBride (James J.) Special Ed.",NA,NA,NA
"450",450,953,64733,6060529,20," 45.0"," 55.0",2009,"Marlton                       ",NA,NA,NA
"451",451,963,64733,6060545,12," 66.7"," 33.3",2009,"Perez (Alphonso B.) Special Ed",NA,NA,NA
"452",452,973,64733,6061394,373," 59.2"," 40.8",2009,"Audubon Middle                ",2,1,1
"453",453,983,64733,6061402,717," 56.8"," 43.2",2009,"Berendo Middle                ",6,2,1
"454",454,993,64733,6061410,703," 73.8"," 26.2",2009,"Burroughs (John) Middle       ",1,1,0
"455",455,1003,64733,6061428,398," 55.5"," 44.5",2009,"Clay (Henry) Middle           ",1,7,1
"456",456,1013,64733,6061436,643," 66.6"," 33.4",2009,"Dodson (R.S.) Middle          ",1,7,1
"457",457,1023,64733,6061444,625," 61.3"," 38.7",2009,"Edison (Thomas A.) Middle     ",3,7,1
"458",458,1033,64733,6061451,761," 62.7"," 37.3",2009,"Foshay Lrng. Ctr              ",NA,NA,NA
"459",459,1043,64733,6061469,1093," 58.8"," 41.2",2009,"Gage (Henry T.) Middle        ",7,5,1
"460",460,1053,64733,6061477,658," 82.4"," 17.6",2009,"Hale (George Ellery) Midd     ",1,3,0
"461",461,1063,64733,6061485,455," 67.5"," 32.5",2009,"Henry (Patrick) Middle        ",2,3,0
"462",462,1073,64733,6061501,563," 58.4"," 41.6",2009,"Le Conte (Joseph) Middle      ",4,4,1
"463",463,1083,64733,6061519,600," 56.2"," 43.8",2009,"Madison (James) Middle        ",6,3,1
"464",464,1093,64733,6061527,373," 60.1"," 39.9",2009,"Markham (Edwin) Middle        ",2,7,0
"465",465,1103,64733,6061535,517," 54.5"," 45.5",2009,"Johnnie Cochran, Jr., Middle  ",5,1,1
"466",466,1115,64733,6061543,756," 81.6"," 18.4",2009,"Nobel Middle                  ",0,1,0
"467",467,1123,64733,6061550,566," 64.0"," 36.0",2009,"Olive Vista Middle            ",5,6,0
"468",468,1133,64733,6061568,382," 69.9"," 30.1",2009,"Woodland Hills Academy        ",2,4,1
"469",469,1143,64733,6061576,716," 51.0"," 49.0",2009,"Peary (Robert E.) Middle      ",2,7,1
"470",470,1153,64733,6061584,607," 69.0"," 31.0",2009,"De Portola Middle             ",0,4,0
"471",471,1163,64733,6061600,520," 55.4"," 44.6",2009,"Sun Valley Middle             ",5,6,1
"472",472,1173,64733,6062699,526," 73.4"," 26.6",2009,"Reed (Walter) Middle          ",4,3,1
"473",473,1183,64733,6066294,319," 60.8"," 39.2",2009,"Curtiss Middle                ",0,7,0
"474",474,1193,64733,6068431,658," 61.6"," 38.4",2009,"El Sereno Middle              ",3,2,1
"475",475,1203,64733,6069157,29," 65.5"," 34.5",2009,"Carlson (Berenece) Home Hospit",NA,NA,NA
"476",476,1214,64733,6107064,282," 56.7"," 43.3",2009,"Pio Pico Elementary           ",NA,NA,NA
"477",477,1223,64733,6112536,146," 58.2"," 41.8",2009,"Accelerated (K-4) Charter     ",NA,NA,NA
"478",478,1233,64733,6115794,743," 57.5"," 42.5",2009,"Los Angeles Academy           ",2,7,1
"479",479,1243,64733,6118186,268," 68.3"," 31.7",2009,"Ellen Ochoa Learning Center   ",NA,NA,NA
"480",480,1262,64733,6019715,127," 56.7"," 43.3",2009,NA,NA,NA,NA
"481",481,1273,64733,6116750,102," 62.7"," 37.3",2009,NA,NA,NA,NA
"482",482,1283,64733,6117667,115," 50.4"," 49.6",2009,NA,NA,NA,NA
"483",483,1293,64733,6118194,105," 68.6"," 31.4",2009,NA,NA,NA,NA
"484",484,1301,64733,6119945,89," 61.8"," 38.2",2009,NA,NA,NA,NA
"485",485,1332,64733,101444,87," 63.2"," 36.8",2009,NA,NA,NA,NA
"486",486,1342,64733,100867,74," 64.9"," 35.1",2009,"KIPP LA College Preparatory   ",NA,NA,NA
"487",487,1352,64733,100669,79," 60.8"," 39.2",2009,NA,NA,NA,NA
"488",488,1361,64733,101683,51," 68.6"," 31.4",2009,NA,NA,NA,NA
"489",489,1371,64733,109553,106," 62.3"," 37.7",2009,NA,NA,NA,NA
"490",490,138,64733,106351,99," 75.8"," 24.2",2009,NA,NA,NA,NA
"491",491,214,64733,101311,2,"*","*",2010,"Jessie Owens Community Day    ",NA,NA,NA
